fecha,tienda,país,descargas
2026-08-30,App Store,ES,8
2026-08-30,App Store,GT,1
2026-08-30,App Store,MX,11
2026-08-30,App Store,PE,1
2026-08-30,App Store,PY,3
2026-08-30,App Store,SV,1
2026-08-30,App Store,US,8
2026-08-30,App Store,UY,1
2026-08-30,App Store,VE,1
2026-08-31,App Store,AR,3
2026-08-31,App Store,BR,3
2026-08-31,App Store,ES,11
2026-08-31,App Store,FR,1
2026-08-31,App Store,GT,2
2026-08-31,App Store,HN,1
2026-08-31,App Store,MX,6
2026-08-31,App Store,US,2
2026-08-31,App Store,UY,1
2026-09-01,App Store,AR,5
2026-09-01,App Store,BR,6
2026-09-01,App Store,CO,2
2026-09-01,App Store,CR,1
2026-09-01,App Store,EC,1
2026-09-01,App Store,ES,4
2026-09-01,App Store,MX,14
2026-09-01,App Store,PE,1
2026-09-01,App Store,US,1
2026-09-02,App Store,AR,2
2026-09-02,App Store,BR,6
2026-09-02,App Store,CO,1
2026-09-02,App Store,ES,7
2026-09-02,App Store,GB,1
2026-09-02,App Store,MX,17
2026-09-02,App Store,PA,1
2026-09-02,App Store,PE,1
2026-09-02,App Store,US,2
2026-09-03,App Store,AR,2
2026-09-03,App Store,BR,2
2026-09-03,App Store,ES,5
2026-09-03,App Store,GT,4
2026-09-03,App Store,HN,1
2026-09-03,App Store,MX,12
2026-09-03,App Store,PE,1
2026-09-03,App Store,PY,1
2026-09-03,App Store,US,4
2026-09-04,App Store,AR,4
2026-09-04,App Store,BR,4
2026-09-04,App Store,ES,6
2026-09-04,App Store,GT,1
2026-09-04,App Store,MX,2
2026-09-04,App Store,PY,1
2026-09-04,App Store,US,1
2026-09-04,App Store,UY,1
2026-09-05,App Store,AR,4
2026-09-05,App Store,BR,8
2026-09-05,App Store,CO,1
2026-09-05,App Store,ES,6
2026-09-05,App Store,MX,6
2026-09-05,App Store,PY,3
2026-09-05,App Store,SE,1
2026-09-05,App Store,UY,1
2026-09-06,App Store,AR,1
2026-09-06,App Store,BR,5
2026-09-06,App Store,ES,3
2026-09-06,App Store,GT,1
2026-09-06,App Store,MX,7
2026-09-06,App Store,PE,1
2026-09-06,App Store,PY,1
2026-09-06,App Store,SV,1
2026-09-06,App Store,US,3
2026-09-07,App Store,AR,1
2026-09-07,App Store,BR,4
2026-09-07,App Store,CO,1
2026-09-07,App Store,EC,2
2026-09-07,App Store,ES,1
2026-09-07,App Store,GT,2
2026-09-07,App Store,MX,3
2026-09-07,App Store,SV,3
2026-09-07,App Store,US,4
2026-09-07,App Store,UY,1
